table_name,column_name,suggested_silver_type,numeric_ratio,date_ratio
sales_orders_raw,order_status,string,0.0,0.0
sales_orders_raw,order_type,string,0.0,0.0
sales_orders_raw,currency,string,0.0,0.0
sales_orders_raw,fx_rate_to_vnd,decimal,1.0,0.0
shipment_lines_raw,shipment_line_id,string,0.0,0.0
shipment_lines_raw,shipment_id,string,0.0,0.0
shipment_lines_raw,sales_order_line_id,string,0.0,0.0
shipment_lines_raw,product_id,string,0.0,0.0
shipment_lines_raw,quantity_shipped,integer,1.0,0.0
shipments_raw,shipment_id,string,0.0,0.0
shipments_raw,sales_order_id,string,0.0,0.0
shipments_raw,ship_date,date,0.0,0.9914
shipments_raw,actual_delivery_date,date,0.0,0.9943
shipments_raw,shipping_method_raw,string,0.0,0.0
shipments_raw,warehouse_id,string,0.0,0.0
shipments_raw,freight_cost_vnd,integer,1.0,0.0
shipments_raw,shipment_status,string,0.0,0.0
shipments_raw,partial_shipment_flag,boolean,1.0,0.0
shipments_raw,tracking_no,string,0.0,0.0
supplier_invoices_raw,supplier_invoice_id,string,0.0,0.0
supplier_invoices_raw,purchase_order_id,string,0.0,0.0
supplier_invoices_raw,supplier_id,string,0.0,0.0
supplier_invoices_raw,invoice_date,date,0.0,1.0
supplier_invoices_raw,due_date,date,0.0,1.0
supplier_invoices_raw,invoice_amount_vnd,integer,1.0,0.0
supplier_invoices_raw,payment_status,string,0.0,0.0
supplier_payments_raw,supplier_payment_id,string,0.0,0.0
supplier_payments_raw,supplier_invoice_id,string,0.0,0.0
supplier_payments_raw,supplier_id,string,0.0,0.0
supplier_payments_raw,payment_date,date,0.0,1.0
supplier_payments_raw,paid_amount_vnd,integer,1.0,0.0
supplier_payments_raw,payment_method,string,0.0,0.0
suppliers_raw,supplier_id,string,0.0,0.0
suppliers_raw,supplier_name,string,0.0,0.0
suppliers_raw,country,string,0.0,0.0
suppliers_raw,currency,string,0.0,0.0
suppliers_raw,payment_term,string,0.0,0.0
suppliers_raw,incoterm,string,0.0,0.0
suppliers_raw,planned_lead_time_days,integer,1.0,0.0
suppliers_raw,baseline_otif,decimal,1.0,0.0
suppliers_raw,baseline_defect_rate,decimal,1.0,0.0
suppliers_raw,default_freight_mode,string,0.0,0.0
warehouses,warehouse_id,string,0.0,0.0
warehouses,warehouse_name,string,0.0,0.0
warehouses,city,string,0.0,0.0
warehouses,province,string,0.0,0.0
warehouses,warehouse_type,string,0.0,0.0
