table_name;column_name;pandas_dtype;row_count;real_null_count;marker_null_count;missing_count;missing_pct;unique_count;effective_unique_count
marketing_daily_raw;source_platform;str;7686;0;0;0;0.0;5;5
payments_raw;payment_id;str;234;0;0;0;0.0;229;229
payments_raw;invoice_id;str;234;0;0;0;0.0;180;180
payments_raw;customer_id;str;234;0;0;0;0.0;70;70
payments_raw;payment_date;str;234;0;0;0;0.0;182;182
payments_raw;paid_amount_vnd;str;234;0;0;0;0.0;227;227
payments_raw;payment_method;str;234;0;0;0;0.0;6;6
payments_raw;payment_stage;str;234;0;0;0;0.0;2;2
process_events_raw;process_event_id;str;4790;0;0;0;0.0;4790;4790
process_events_raw;case_type;str;4790;0;0;0;0.0;3;3
process_events_raw;case_id;str;4790;0;0;0;0.0;1256;1256
process_events_raw;event_timestamp;str;4790;0;0;0;0.0;4317;4317
process_events_raw;department;str;4790;0;0;0;0.0;7;7
process_events_raw;event_stage;str;4790;0;0;0;0.0;15;15
process_events_raw;event_description;str;4790;0;0;0;0.0;16;16
process_events_raw;duration_from_previous_hours;str;4790;1256;0;1256;262.213;2457;2456
product_supplier_map_raw;map_id;str;222;0;0;0;0.0;222;222
product_supplier_map_raw;product_id;str;222;0;0;0;0.0;32;32
product_supplier_map_raw;supplier_id;str;222;0;0;0;0.0;18;18
product_supplier_map_raw;supplier_role;str;222;0;0;0;0.0;2;2
product_supplier_map_raw;effective_from;str;222;0;0;0;0.0;3;3
product_supplier_map_raw;effective_to;object;222;222;0;222;100.0;1;0
product_supplier_map_raw;currency;str;222;0;0;0;0.0;5;5
product_supplier_map_raw;unit_cost_local;str;222;0;0;0;0.0;222;222
product_supplier_map_raw;moq_qty;str;222;0;0;0;0.0;8;8
product_supplier_map_raw;contract_lead_time_days;str;222;0;0;0;0.0;42;42
product_supplier_map_raw;expected_defect_rate;str;222;0;0;0;0.0;131;131
product_supplier_map_raw;freight_mode;str;222;0;0;0;0.0;3;3
products_raw;product_id;str;32;0;0;0;0.0;32;32
products_raw;sku;str;32;0;0;0;0.0;32;32
products_raw;product_name;str;32;0;0;0;0.0;32;32
products_raw;product_category;str;32;0;0;0;0.0;8;8
products_raw;product_family;str;32;0;0;0;0.0;6;6
products_raw;brand;str;32;0;0;0;0.0;7;7
products_raw;source_country;str;32;0;0;0;0.0;7;7
products_raw;standard_cost_vnd;str;32;0;0;0;0.0;32;32
products_raw;list_price_vnd;str;32;0;0;0;0.0;31;31
products_raw;shelf_life_days;str;32;16;0;16;50.0;5;4
products_raw;criticality;str;32;0;0;0;0.0;3;3
products_raw;base_reorder_point_qty;str;32;0;0;0;0.0;18;18
products_raw;base_safety_stock_qty;str;32;0;0;0;0.0;12;12
products_raw;popularity_rank;str;32;0;0;0;0.0;32;32
purchase_order_lines_raw;purchase_order_line_id;str;234;0;0;0;0.0;234;234
purchase_order_lines_raw;purchase_order_id;str;234;0;0;0;0.0;234;234
purchase_order_lines_raw;product_id;str;234;0;0;0;0.0;27;27
purchase_order_lines_raw;quantity_ordered;str;234;0;0;0;0.0;68;68
purchase_order_lines_raw;unit_price_local;str;234;0;0;0;0.0;96;96
purchase_order_lines_raw;currency;str;234;0;0;0;0.0;3;3
purchase_order_lines_raw;fx_rate_to_vnd;str;234;0;0;0;0.0;92;92
purchase_order_lines_raw;merchandise_value_vnd;str;234;0;0;0;0.0;215;215
purchase_order_lines_raw;freight_cost_vnd;str;234;0;0;0;0.0;150;150
purchase_order_lines_raw;customs_cost_vnd;str;234;0;0;0;0.0;116;116
purchase_order_lines_raw;expedite_cost_vnd;str;234;0;0;0;0.0;56;56
purchase_order_lines_raw;supplier_role;str;234;0;0;0;0.0;2;2
purchase_order_lines_raw;contract_lead_time_days;str;234;0;0;0;0.0;34;34
purchase_orders_raw;purchase_order_id;str;234;0;0;0;0.0;234;234
purchase_orders_raw;po_date;str;234;0;0;0;0.0;159;159
purchase_orders_raw;supplier_id;str;234;0;0;0;0.0;13;13
purchase_orders_raw;buyer_id;str;234;0;0;0;0.0;1;1
purchase_orders_raw;expected_receipt_date;str;234;0;0;0;0.0;193;193
purchase_orders_raw;actual_receipt_date;str;234;9;0;9;38.462;177;176
purchase_orders_raw;currency;str;234;0;0;0;0.0;3;3
purchase_orders_raw;fx_rate_to_vnd;str;234;0;0;0;0.0;92;92
purchase_orders_raw;payment_term;str;234;0;0;0;0.0;5;5
purchase_orders_raw;incoterm;str;234;0;0;0;0.0;4;4
purchase_orders_raw;po_status;str;234;0;0;0;0.0;2;2
qa_events_raw;qa_event_id;str;22;0;0;0;0.0;22;22
qa_events_raw;event_date;str;22;0;0;0;0.0;22;22
qa_events_raw;purchase_order_id;str;22;0;0;0;0.0;22;22
qa_events_raw;purchase_order_line_id;str;22;0;0;0;0.0;22;22
qa_events_raw;product_id;str;22;0;0;0;0.0;17;17
qa_events_raw;supplier_id;str;22;0;0;0;0.0;8;8
qa_events_raw;qa_type;str;22;0;0;0;0.0;4;4
qa_events_raw;severity;str;22;0;0;0;0.0;2;2
qa_events_raw;defect_qty;str;22;0;0;0;0.0;3;3
qa_events_raw;estimated_quality_cost_vnd;str;22;0;0;0;0.0;22;22
qa_events_raw;disposition;str;22;0;0;0;0.0;4;4
quotation_lines_raw;quotation_line_id;str;919;0;0;0;0.0;919;919
quotation_lines_raw;quotation_id;str;919;0;0;0;0.0;488;488
quotation_lines_raw;product_id;str;919;0;0;0;0.0;32;32
quotation_lines_raw;quantity;str;919;0;0;0;0.0;116;116
quotation_lines_raw;unit_price_local;str;919;0;0;0;0.0;919;919
quotation_lines_raw;currency;str;919;0;0;0;0.0;2;2
quotation_lines_raw;discount_pct;str;919;0;0;0;0.0;633;633
quotation_lines_raw;line_net_vnd;str;919;0;0;0;0.0;905;905
quotations_raw;quotation_id;str;488;0;0;0;0.0;488;488
quotations_raw;lead_id;str;488;0;0;0;0.0;319;319
quotations_raw;customer_id;str;488;16;0;16;32.787;119;118
quotations_raw;quote_date_raw;str;488;0;0;0;0.0;326;326
quotations_raw;version_no;str;488;0;0;0;0.0;3;3
quotations_raw;quote_date_clean_reference;str;488;0;0;0;0.0;321;321
quotations_raw;valid_until;str;488;0;0;0;0.0;327;327
quotations_raw;salesperson_id;str;488;0;0;0;0.0;3;3
quotations_raw;currency;str;488;0;0;0;0.0;2;2
quotations_raw;fx_rate_to_vnd;str;488;0;0;0;0.0;95;95
quotations_raw;quotation_status;str;488;0;0;0;0.0;4;4
quotations_raw;header_total_vnd;str;488;0;0;0;0.0;488;488
sales_activities_raw;activity_id;str;2189;0;0;0;0.0;2176;2176
sales_activities_raw;lead_id;str;2189;0;0;0;0.0;845;845
sales_activities_raw;employee_id;str;2189;0;0;0;0.0;3;3
sales_activities_raw;activity_datetime;str;2189;0;0;0;0.0;2176;2176
sales_activities_raw;activity_type_raw;str;2189;0;0;0;0.0;4;4
sales_activities_raw;outcome_raw;str;2189;54;0;54;24.669;10;9
sales_activities_raw;next_followup_date;str;2189;182;0;182;83.143;579;578
sales_activities_raw;data_entry_source;str;2189;0;0;0;0.0;3;3
sales_order_lines_raw;sales_order_line_id;str;307;0;0;0;0.0;307;307
sales_order_lines_raw;sales_order_id;str;307;0;0;0;0.0;179;179
sales_order_lines_raw;product_id;str;307;0;0;0;0.0;28;28
sales_order_lines_raw;quantity_ordered;str;307;0;0;0;0.0;83;83
sales_order_lines_raw;unit_price_vnd;str;307;0;0;0;0.0;296;296
sales_order_lines_raw;unit_cost_vnd;str;307;0;0;0;0.0;278;278
sales_order_lines_raw;discount_pct;str;307;0;0;0;0.0;230;230
sales_order_lines_raw;promised_delivery_date;str;307;0;0;0;0.0;157;157
sales_order_lines_raw;line_status;str;307;0;0;0;0.0;3;3
sales_order_lines_raw;quantity_shipped_to_date;str;307;0;0;0;0.0;84;84
sales_orders_raw;sales_order_id;str;179;0;0;0;0.0;179;179
sales_orders_raw;quotation_id;str;179;9;0;9;50.279;145;144
sales_orders_raw;lead_id;str;179;35;0;35;195.531;145;144
sales_orders_raw;customer_id;str;179;0;0;0;0.0;83;83
sales_orders_raw;order_date_raw;str;179;0;0;0;0.0;159;159
sales_orders_raw;requested_delivery_date;str;179;0;0;0;0.0;157;157
sales_orders_raw;salesperson_id;str;179;0;0;0;0.0;3;3
sales_orders_raw;payment_term;str;179;0;0;0;0.0;4;4
sales_orders_raw;order_status;str;179;0;0;0;0.0;3;3
sales_orders_raw;order_type;str;179;0;0;0;0.0;2;2
sales_orders_raw;currency;str;179;0;0;0;0.0;2;2
sales_orders_raw;fx_rate_to_vnd;str;179;0;0;0;0.0;37;37
shipment_lines_raw;shipment_line_id;str;406;0;0;0;0.0;406;406
shipment_lines_raw;shipment_id;str;406;0;0;0;0.0;348;348
shipment_lines_raw;sales_order_line_id;str;406;0;0;0;0.0;293;293
shipment_lines_raw;product_id;str;406;0;0;0;0.0;28;28
shipment_lines_raw;quantity_shipped;str;406;0;0;0;0.0;70;70
shipments_raw;shipment_id;str;348;0;0;0;0.0;348;348
shipments_raw;sales_order_id;str;348;0;0;0;0.0;170;170
shipments_raw;ship_date;str;348;0;0;0;0.0;250;250
shipments_raw;actual_delivery_date;str;348;0;0;0;0.0;238;238
shipments_raw;shipping_method_raw;str;348;0;0;0;0.0;10;10
shipments_raw;warehouse_id;str;348;0;0;0;0.0;1;1
shipments_raw;freight_cost_vnd;str;348;0;0;0;0.0;79;79
shipments_raw;shipment_status;str;348;0;0;0;0.0;1;1
shipments_raw;partial_shipment_flag;str;348;0;0;0;0.0;2;2
shipments_raw;tracking_no;str;348;0;0;0;0.0;348;348
supplier_invoices_raw;supplier_invoice_id;str;225;0;0;0;0.0;225;225
supplier_invoices_raw;purchase_order_id;str;225;0;0;0;0.0;225;225
supplier_invoices_raw;supplier_id;str;225;0;0;0;0.0;13;13
supplier_invoices_raw;invoice_date;str;225;0;0;0;0.0;176;176
supplier_invoices_raw;due_date;str;225;0;0;0;0.0;176;176
supplier_invoices_raw;invoice_amount_vnd;str;225;0;0;0;0.0;224;224
supplier_invoices_raw;payment_status;str;225;0;0;0;0.0;2;2
supplier_payments_raw;supplier_payment_id;str;225;0;0;0;0.0;225;225
supplier_payments_raw;supplier_invoice_id;str;225;0;0;0;0.0;210;210
supplier_payments_raw;supplier_id;str;225;0;0;0;0.0;13;13
supplier_payments_raw;payment_date;str;225;0;0;0;0.0;189;189
supplier_payments_raw;paid_amount_vnd;str;225;0;0;0;0.0;223;223
supplier_payments_raw;payment_method;str;225;0;0;0;0.0;1;1
suppliers_raw;supplier_id;str;18;0;0;0;0.0;18;18
suppliers_raw;supplier_name;str;18;0;0;0;0.0;18;18
suppliers_raw;country;str;18;0;0;0;0.0;12;12
suppliers_raw;currency;str;18;0;0;0;0.0;5;5
suppliers_raw;payment_term;str;18;0;0;0;0.0;5;5
suppliers_raw;incoterm;str;18;0;0;0;0.0;4;4
suppliers_raw;planned_lead_time_days;str;18;0;0;0;0.0;17;17
suppliers_raw;baseline_otif;str;18;0;0;0;0.0;9;9
suppliers_raw;baseline_defect_rate;str;18;0;0;0;0.0;14;14
suppliers_raw;default_freight_mode;str;18;0;0;0;0.0;3;3
warehouses;warehouse_id;str;2;0;0;0;0.0;2;2
warehouses;warehouse_name;str;2;0;0;0;0.0;2;2
warehouses;city;str;2;0;0;0;0.0;2;2
warehouses;province;str;2;0;0;0;0.0;2;2
warehouses;warehouse_type;str;2;0;0;0;0.0;2;2
