table_name,silver_table_name,allow_no_primary_key,source_column,column_name,datatype,nullable,is_pk,pk_order,is_fk,fk_reference,row_count,duplicate_row_count
leads_raw,leads,False,assigned_sales_id,assigned_sales_id,string,False,False,,True,employees.employee_id,855,10
leads_raw,leads,False,lifecycle_status_raw,lifecycle_status,string,False,False,,False,,855,10
leads_raw,leads,False,lost_reason_raw,lost_reason,string,True,False,,False,,855,10
leads_raw,leads,False,expected_value_vnd,expected_value_vnd,integer,False,False,,False,,855,10
leads_raw,leads,False,email,email,string,True,False,,False,,855,10
leads_raw,leads,False,phone,phone,string,True,False,,False,,855,10
marketing_campaigns,marketing_campaigns,False,campaign_id,campaign_id,string,False,True,1,False,,15,0
marketing_campaigns,marketing_campaigns,False,campaign_name,campaign_name,string,False,False,,False,,15,0
marketing_campaigns,marketing_campaigns,False,channel,channel,string,False,False,,False,,15,0
marketing_campaigns,marketing_campaigns,False,start_date,start_date,date,False,False,,False,,15,0
marketing_campaigns,marketing_campaigns,False,end_date,end_date,date,False,False,,False,,15,0
marketing_campaigns,marketing_campaigns,False,objective,objective,string,False,False,,False,,15,0
marketing_campaigns,marketing_campaigns,False,planned_daily_budget_vnd,planned_daily_budget_vnd,integer,False,False,,False,,15,0
marketing_daily_raw,marketing_daily,False,date,date,date,False,True,1,False,,7686,60
marketing_daily_raw,marketing_daily,False,campaign_id,campaign_id,string,False,True,2,True,marketing_campaigns.campaign_id,7686,60
marketing_daily_raw,marketing_daily,False,channel,channel,string,False,True,3,False,,7686,60
marketing_daily_raw,marketing_daily,False,impressions,impressions,integer,False,False,,False,,7686,60
marketing_daily_raw,marketing_daily,False,clicks,clicks,integer,False,False,,False,,7686,60
marketing_daily_raw,marketing_daily,False,sessions,sessions,integer,False,False,,False,,7686,60
marketing_daily_raw,marketing_daily,False,spend_vnd,spend_vnd,integer,False,False,,False,,7686,60
marketing_daily_raw,marketing_daily,False,leads_reported,leads_reported,integer,False,False,,False,,7686,60
marketing_daily_raw,marketing_daily,False,source_platform,source_platform,string,False,True,4,False,,7686,60
payments_raw,payments,False,payment_id,payment_id,string,False,True,1,False,,234,10
payments_raw,payments,False,invoice_id,invoice_id,string,False,False,,True,invoices_raw.invoice_id,234,10
payments_raw,payments,False,customer_id,customer_id,string,False,False,,True,customers_raw.customer_id,234,10
payments_raw,payments,False,payment_date,payment_date,date,False,False,,False,,234,10
payments_raw,payments,False,paid_amount_vnd,paid_amount_vnd,integer,False,False,,False,,234,10
payments_raw,payments,False,payment_method,payment_method,string,False,False,,False,,234,10
payments_raw,payments,False,payment_stage,payment_stage,string,False,False,,False,,234,10
process_events_raw,process_events,False,process_event_id,process_event_id,string,False,True,1,False,,4790,0
process_events_raw,process_events,False,case_type,case_type,string,False,False,,False,,4790,0
process_events_raw,process_events,False,case_id,case_id,string,False,False,,False,,4790,0
process_events_raw,process_events,False,event_timestamp,event_timestamp,datetime,False,False,,False,,4790,0
process_events_raw,process_events,False,department,department,string,False,False,,False,,4790,0
process_events_raw,process_events,False,event_stage,event_stage,string,False,False,,False,,4790,0
process_events_raw,process_events,False,event_description,event_description,string,False,False,,False,,4790,0
process_events_raw,process_events,False,duration_from_previous_hours,duration_from_previous_hours,decimal,True,False,,False,,4790,0
product_supplier_map_raw,product_supplier_map,False,map_id,map_id,string,False,True,1,False,,222,0
product_supplier_map_raw,product_supplier_map,False,product_id,product_id,string,False,False,,True,products_raw.product_id,222,0
product_supplier_map_raw,product_supplier_map,False,supplier_id,supplier_id,string,False,False,,True,suppliers_raw.supplier_id,222,0
product_supplier_map_raw,product_supplier_map,False,supplier_role,supplier_role,string,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,effective_from,effective_from,date,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,effective_to,effective_to,date,True,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,currency,currency,string,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,unit_cost_local,unit_cost_local,decimal,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,moq_qty,moq_qty,integer,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,contract_lead_time_days,contract_lead_time_days,integer,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,expected_defect_rate,expected_defect_rate,decimal,False,False,,False,,222,0
product_supplier_map_raw,product_supplier_map,False,freight_mode,freight_mode,string,False,False,,False,,222,0
products_raw,products,False,product_id,product_id,string,False,True,1,False,,32,0
products_raw,products,False,sku,sku,string,False,False,,False,,32,0
products_raw,products,False,product_name,product_name,string,False,False,,False,,32,0
products_raw,products,False,product_category,product_category,string,False,False,,False,,32,0
products_raw,products,False,product_family,product_family,string,False,False,,False,,32,0
products_raw,products,False,brand,brand,string,False,False,,False,,32,0
products_raw,products,False,source_country,source_country,string,False,False,,False,,32,0
products_raw,products,False,standard_cost_vnd,standard_cost_vnd,integer,False,False,,False,,32,0
products_raw,products,False,list_price_vnd,list_price_vnd,integer,False,False,,False,,32,0
products_raw,products,False,shelf_life_days,shelf_life_days,integer,True,False,,False,,32,0
products_raw,products,False,criticality,criticality,string,False,False,,False,,32,0
products_raw,products,False,base_reorder_point_qty,base_reorder_point_qty,integer,False,False,,False,,32,0
products_raw,products,False,base_safety_stock_qty,base_safety_stock_qty,integer,False,False,,False,,32,0
products_raw,products,False,popularity_rank,popularity_rank,integer,False,False,,False,,32,0
purchase_order_lines_raw,purchase_order_lines,False,purchase_order_line_id,purchase_order_line_id,string,False,True,1,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,purchase_order_id,purchase_order_id,string,False,False,,True,purchase_orders_raw.purchase_order_id,234,0
purchase_order_lines_raw,purchase_order_lines,False,product_id,product_id,string,False,False,,True,products_raw.product_id,234,0
purchase_order_lines_raw,purchase_order_lines,False,quantity_ordered,quantity_ordered,integer,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,unit_price_local,unit_price_local,decimal,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,currency,currency,string,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,fx_rate_to_vnd,fx_rate_to_vnd,decimal,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,merchandise_value_vnd,merchandise_value_vnd,integer,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,freight_cost_vnd,freight_cost_vnd,integer,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,customs_cost_vnd,customs_cost_vnd,integer,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,expedite_cost_vnd,expedite_cost_vnd,integer,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,supplier_role,supplier_role,string,False,False,,False,,234,0
purchase_order_lines_raw,purchase_order_lines,False,contract_lead_time_days,contract_lead_time_days,integer,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,purchase_order_id,purchase_order_id,string,False,True,1,False,,234,0
purchase_orders_raw,purchase_orders,False,po_date,po_date,date,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,supplier_id,supplier_id,string,False,False,,True,suppliers_raw.supplier_id,234,0
purchase_orders_raw,purchase_orders,False,buyer_id,buyer_id,string,False,False,,True,employees.employee_id,234,0
purchase_orders_raw,purchase_orders,False,expected_receipt_date,expected_receipt_date,date,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,actual_receipt_date,actual_receipt_date,date,True,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,currency,currency,string,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,fx_rate_to_vnd,fx_rate_to_vnd,decimal,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,payment_term,payment_term,string,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,incoterm,incoterm,string,False,False,,False,,234,0
purchase_orders_raw,purchase_orders,False,po_status,po_status,string,False,False,,False,,234,0
qa_events_raw,qa_events,False,qa_event_id,qa_event_id,string,False,True,1,False,,22,0
qa_events_raw,qa_events,False,event_date,event_date,date,False,False,,False,,22,0
qa_events_raw,qa_events,False,purchase_order_id,purchase_order_id,string,False,False,,True,purchase_orders_raw.purchase_order_id,22,0
qa_events_raw,qa_events,False,purchase_order_line_id,purchase_order_line_id,string,False,False,,True,purchase_order_lines_raw.purchase_order_line_id,22,0
qa_events_raw,qa_events,False,product_id,product_id,string,False,False,,True,products_raw.product_id,22,0
qa_events_raw,qa_events,False,supplier_id,supplier_id,string,False,False,,True,suppliers_raw.supplier_id,22,0
qa_events_raw,qa_events,False,qa_type,qa_type,string,False,False,,False,,22,0
qa_events_raw,qa_events,False,severity,severity,string,False,False,,False,,22,0
qa_events_raw,qa_events,False,defect_qty,defect_qty,integer,False,False,,False,,22,0
qa_events_raw,qa_events,False,estimated_quality_cost_vnd,estimated_quality_cost_vnd,integer,False,False,,False,,22,0
qa_events_raw,qa_events,False,disposition,disposition,string,False,False,,False,,22,0
quotation_lines_raw,quotation_lines,False,quotation_line_id,quotation_line_id,string,False,True,1,False,,919,0
quotation_lines_raw,quotation_lines,False,quotation_id,quotation_id,string,False,False,,True,quotations_raw.quotation_id,919,0
quotation_lines_raw,quotation_lines,False,product_id,product_id,string,False,False,,True,products_raw.product_id,919,0
quotation_lines_raw,quotation_lines,False,quantity,quantity,integer,False,False,,False,,919,0
quotation_lines_raw,quotation_lines,False,unit_price_local,unit_price_local,decimal,False,False,,False,,919,0
quotation_lines_raw,quotation_lines,False,currency,currency,string,False,False,,False,,919,0
quotation_lines_raw,quotation_lines,False,discount_pct,discount_pct,decimal,False,False,,False,,919,0
quotation_lines_raw,quotation_lines,False,line_net_vnd,line_net_vnd,integer,False,False,,False,,919,0
quotations_raw,quotations,False,quotation_id,quotation_id,string,False,True,1,False,,488,0
quotations_raw,quotations,False,lead_id,lead_id,string,False,False,,True,leads_raw.lead_id,488,0
quotations_raw,quotations,False,customer_id,customer_id,string,True,False,,True,customers_raw.customer_id,488,0
quotations_raw,quotations,False,quote_date_raw,quote_date,date,False,False,,False,,488,0
quotations_raw,quotations,False,version_no,version_no,integer,False,False,,False,,488,0
quotations_raw,quotations,False,quote_date_clean_reference,quote_date_clean_reference,date,False,False,,False,,488,0
quotations_raw,quotations,False,valid_until,valid_until,date,False,False,,False,,488,0
quotations_raw,quotations,False,salesperson_id,salesperson_id,string,False,False,,True,employees.employee_id,488,0
quotations_raw,quotations,False,currency,currency,string,False,False,,False,,488,0
quotations_raw,quotations,False,fx_rate_to_vnd,fx_rate_to_vnd,decimal,False,False,,False,,488,0
quotations_raw,quotations,False,quotation_status,quotation_status,string,False,False,,False,,488,0
quotations_raw,quotations,False,header_total_vnd,header_total_vnd,integer,False,False,,False,,488,0
sales_activities_raw,sales_activities,False,activity_id,activity_id,string,False,True,1,False,,2188,24
sales_activities_raw,sales_activities,False,lead_id,lead_id,string,False,False,,True,leads_raw.lead_id,2188,24
sales_activities_raw,sales_activities,False,employee_id,employee_id,string,False,False,,True,employees.employee_id,2188,24
sales_activities_raw,sales_activities,False,activity_datetime,activity_datetime,datetime,False,False,,False,,2188,24
sales_activities_raw,sales_activities,False,activity_type_raw,activity_type,string,False,False,,False,,2188,24
sales_activities_raw,sales_activities,False,outcome_raw,outcome,string,True,False,,False,,2188,24
sales_activities_raw,sales_activities,False,next_followup_date,next_followup_date,date,True,False,,False,,2188,24
sales_activities_raw,sales_activities,False,data_entry_source,data_entry_source,string,False,False,,False,,2188,24
sales_order_lines_raw,sales_order_lines,False,sales_order_line_id,sales_order_line_id,string,False,True,1,False,,307,0
sales_order_lines_raw,sales_order_lines,False,sales_order_id,sales_order_id,string,False,False,,True,sales_orders_raw.sales_order_id,307,0
sales_order_lines_raw,sales_order_lines,False,product_id,product_id,string,False,False,,True,products_raw.product_id,307,0
sales_order_lines_raw,sales_order_lines,False,quantity_ordered,quantity_ordered,integer,False,False,,False,,307,0
sales_order_lines_raw,sales_order_lines,False,unit_price_vnd,unit_price_vnd,integer,False,False,,False,,307,0
sales_order_lines_raw,sales_order_lines,False,unit_cost_vnd,unit_cost_vnd,integer,False,False,,False,,307,0
sales_order_lines_raw,sales_order_lines,False,discount_pct,discount_pct,decimal,False,False,,False,,307,0
sales_order_lines_raw,sales_order_lines,False,promised_delivery_date,promised_delivery_date,date,False,False,,False,,307,0
sales_order_lines_raw,sales_order_lines,False,line_status,line_status,string,False,False,,False,,307,0
sales_order_lines_raw,sales_order_lines,False,quantity_shipped_to_date,quantity_shipped_to_date,integer,False,False,,False,,307,0
sales_orders_raw,sales_orders,False,sales_order_id,sales_order_id,string,False,True,1,False,,179,0
sales_orders_raw,sales_orders,False,quotation_id,quotation_id,string,True,False,,True,quotations_raw.quotation_id,179,0
sales_orders_raw,sales_orders,False,lead_id,lead_id,string,True,False,,True,leads_raw.lead_id,179,0
sales_orders_raw,sales_orders,False,customer_id,customer_id,string,False,False,,True,customers_raw.customer_id,179,0
sales_orders_raw,sales_orders,False,order_date_raw,order_date,date,False,False,,False,,179,0
sales_orders_raw,sales_orders,False,requested_delivery_date,requested_delivery_date,date,False,False,,False,,179,0
sales_orders_raw,sales_orders,False,salesperson_id,salesperson_id,string,False,False,,True,employees.employee_id,179,0
sales_orders_raw,sales_orders,False,payment_term,payment_term,string,False,False,,False,,179,0
sales_orders_raw,sales_orders,False,order_status,order_status,string,False,False,,False,,179,0
sales_orders_raw,sales_orders,False,order_type,order_type,string,False,False,,False,,179,0
sales_orders_raw,sales_orders,False,currency,currency,string,False,False,,False,,179,0
sales_orders_raw,sales_orders,False,fx_rate_to_vnd,fx_rate_to_vnd,decimal,False,False,,False,,179,0
shipment_lines_raw,shipment_lines,False,shipment_line_id,shipment_line_id,string,False,True,1,False,,406,0
shipment_lines_raw,shipment_lines,False,shipment_id,shipment_id,string,False,False,,True,shipments_raw.shipment_id,406,0
shipment_lines_raw,shipment_lines,False,sales_order_line_id,sales_order_line_id,string,False,False,,True,sales_order_lines_raw.sales_order_line_id,406,0
shipment_lines_raw,shipment_lines,False,product_id,product_id,string,False,False,,True,products_raw.product_id,406,0
shipment_lines_raw,shipment_lines,False,quantity_shipped,quantity_shipped,integer,False,False,,False,,406,0
shipments_raw,shipments,False,shipment_id,shipment_id,string,False,True,1,False,,348,0
shipments_raw,shipments,False,sales_order_id,sales_order_id,string,False,False,,True,sales_orders_raw.sales_order_id,348,0
shipments_raw,shipments,False,ship_date,ship_date,date,False,False,,False,,348,0
shipments_raw,shipments,False,actual_delivery_date,actual_delivery_date,date,False,False,,False,,348,0
shipments_raw,shipments,False,shipping_method_raw,shipping_method,string,False,False,,False,,348,0
shipments_raw,shipments,False,warehouse_id,warehouse_id,string,False,False,,True,warehouses.warehouse_id,348,0
shipments_raw,shipments,False,freight_cost_vnd,freight_cost_vnd,integer,False,False,,False,,348,0
shipments_raw,shipments,False,shipment_status,shipment_status,string,False,False,,False,,348,0
shipments_raw,shipments,False,partial_shipment_flag,partial_shipment_flag,boolean,False,False,,False,,348,0
shipments_raw,shipments,False,tracking_no,tracking_no,string,False,False,,False,,348,0
supplier_invoices_raw,supplier_invoices,False,supplier_invoice_id,supplier_invoice_id,string,False,True,1,False,,225,0
supplier_invoices_raw,supplier_invoices,False,purchase_order_id,purchase_order_id,string,False,False,,True,purchase_orders_raw.purchase_order_id,225,0
supplier_invoices_raw,supplier_invoices,False,supplier_id,supplier_id,string,False,False,,True,suppliers_raw.supplier_id,225,0
supplier_invoices_raw,supplier_invoices,False,invoice_date,invoice_date,date,False,False,,False,,225,0
supplier_invoices_raw,supplier_invoices,False,due_date,due_date,date,False,False,,False,,225,0
supplier_invoices_raw,supplier_invoices,False,invoice_amount_vnd,invoice_amount_vnd,integer,False,False,,False,,225,0
supplier_invoices_raw,supplier_invoices,False,payment_status,payment_status,string,False,False,,False,,225,0
supplier_payments_raw,supplier_payments,False,supplier_payment_id,supplier_payment_id,string,False,True,1,False,,225,0
supplier_payments_raw,supplier_payments,False,supplier_invoice_id,supplier_invoice_id,string,False,False,,True,supplier_invoices_raw.supplier_invoice_id,225,0
supplier_payments_raw,supplier_payments,False,supplier_id,supplier_id,string,False,False,,True,suppliers_raw.supplier_id,225,0
supplier_payments_raw,supplier_payments,False,payment_date,payment_date,date,False,False,,False,,225,0
supplier_payments_raw,supplier_payments,False,paid_amount_vnd,paid_amount_vnd,integer,False,False,,False,,225,0
supplier_payments_raw,supplier_payments,False,payment_method,payment_method,string,False,False,,False,,225,0
suppliers_raw,suppliers,False,supplier_id,supplier_id,string,False,True,1,False,,18,0
suppliers_raw,suppliers,False,supplier_name,supplier_name,string,False,False,,False,,18,0
suppliers_raw,suppliers,False,country,country,string,False,False,,False,,18,0
suppliers_raw,suppliers,False,currency,currency,string,False,False,,False,,18,0
suppliers_raw,suppliers,False,payment_term,payment_term,string,False,False,,False,,18,0
suppliers_raw,suppliers,False,incoterm,incoterm,string,False,False,,False,,18,0
suppliers_raw,suppliers,False,planned_lead_time_days,planned_lead_time_days,integer,False,False,,False,,18,0
suppliers_raw,suppliers,False,baseline_otif,baseline_otif,decimal,False,False,,False,,18,0
suppliers_raw,suppliers,False,baseline_defect_rate,baseline_defect_rate,decimal,False,False,,False,,18,0
suppliers_raw,suppliers,False,default_freight_mode,default_freight_mode,string,False,False,,False,,18,0
warehouses,warehouses,False,warehouse_id,warehouse_id,string,False,True,1,False,,2,0
warehouses,warehouses,False,warehouse_name,warehouse_name,string,False,False,,False,,2,0
warehouses,warehouses,False,city,city,string,False,False,,False,,2,0
warehouses,warehouses,False,province,province,string,False,False,,False,,2,0
warehouses,warehouses,False,warehouse_type,warehouse_type,string,False,False,,False,,2,0
