table_name,column_name,row_count,real_null_count,marker_null_count,missing_count,missing_pct,marker_examples
suppliers_raw,payment_term,18,0,0,0,0.0,
suppliers_raw,incoterm,18,0,0,0,0.0,
suppliers_raw,planned_lead_time_days,18,0,0,0,0.0,
suppliers_raw,baseline_otif,18,0,0,0,0.0,
suppliers_raw,baseline_defect_rate,18,0,0,0,0.0,
suppliers_raw,default_freight_mode,18,0,0,0,0.0,
warehouses,warehouse_id,2,0,0,0,0.0,
warehouses,warehouse_name,2,0,0,0,0.0,
warehouses,city,2,0,0,0,0.0,
warehouses,province,2,0,0,0,0.0,
warehouses,warehouse_type,2,0,0,0,0.0,
